# wavelength (microns), beta, x (microns), y (microns)
1.3566,10.4000,27036.0000,550.9764
1.3576,10.4000,27018.0000,550.9764
1.3586,10.4000,27000.0000,550.9782
1.3595,10.4000,26982.0000,550.9836
1.3605,10.4000,26964.0000,550.9908
1.3615,10.4000,26946.0000,550.9998
1.3624,10.4000,26928.0000,551.0106
1.3634,10.4000,26910.0000,551.0250
1.3644,10.4000,26892.0000,551.0394
1.3654,10.4000,26874.0000,551.0574
1.3663,10.4000,26856.0000,551.0772
1.3673,10.4000,26838.0000,551.0988
1.3683,10.4000,26820.0000,551.1222
1.3692,10.4000,26802.0000,551.1492
1.3702,10.4000,26784.0000,551.1762
1.3712,10.4000,26766.0000,551.2068
1.3721,10.4000,26748.0000,551.2392
1.3731,10.4000,26730.0000,551.2734
1.3741,10.4000,26712.0000,551.3094
1.3751,10.4000,26694.0000,551.3490
1.3760,10.4000,26676.0000,551.3886
1.3770,10.4000,26658.0000,551.4318
1.3780,10.4000,26640.0000,551.4750
1.3789,10.4000,26622.0000,551.5218
1.3799,10.4000,26604.0000,551.5704
1.3809,10.4000,26586.0000,551.6208
1.3818,10.4000,26568.0000,551.6730
1.3828,10.4000,26550.0000,551.7288
1.3838,10.4000,26532.0000,551.7846
1.3848,10.4000,26514.0000,551.8422
1.3857,10.4000,26496.0000,551.9034
1.3867,10.4000,26478.0000,551.9664
1.3877,10.4000,26460.0000,552.0294
1.3886,10.4000,26442.0000,552.0960
1.3896,10.4000,26424.0000,552.1644
1.3906,10.4000,26406.0000,552.2346
1.3915,10.4000,26388.0000,552.3066
1.3925,10.4000,26370.0000,552.3804
1.3935,10.4000,26352.0000,552.4560
1.3944,10.4000,26334.0000,552.5352
1.3954,10.4000,26316.0000,552.6144
1.3964,10.4000,26298.0000,552.6954
1.3974,10.4000,26280.0000,552.7800
1.3983,10.4000,26262.0000,552.8646
1.3993,10.4000,26244.0000,552.9510
1.4003,10.4000,26226.0000,553.0410
1.4012,10.4000,26208.0000,553.1328
1.4022,10.4000,26190.0000,553.2246
1.4032,10.4000,26172.0000,553.3200
1.4042,10.4000,26154.0000,553.4154
1.4051,10.4000,26136.0000,553.5144
1.4061,10.4000,26118.0000,553.6152
1.4071,10.4000,26100.0000,553.7160
1.4080,10.4000,26082.0000,553.8204
1.4090,10.4000,26064.0000,553.9266
1.4100,10.4000,26046.0000,554.0328
1.4109,10.4000,26028.0000,554.1426
1.4119,10.4000,26010.0000,554.2542
1.4129,10.4000,25992.0000,554.3676
1.4139,10.4000,25974.0000,554.4810
1.4148,10.4000,25956.0000,554.5980
1.4158,10.4000,25938.0000,554.7150
1.4168,10.4000,25920.0000,554.8356
1.4177,10.4000,25902.0000,554.9580
1.4187,10.4000,25884.0000,555.0804
1.4197,10.4000,25866.0000,555.2064
1.4206,10.4000,25848.0000,555.3324
1.4216,10.4000,25830.0000,555.4620
1.4226,10.4000,25812.0000,555.5916
1.4236,10.4000,25794.0000,555.7230
1.4245,10.4000,25776.0000,555.8580
1.4255,10.4000,25758.0000,555.9930
1.4265,10.4000,25740.0000,556.1298
1.4274,10.4000,25722.0000,556.2684
1.4284,10.4000,25704.0000,556.4106
1.4294,10.4000,25686.0000,556.5510
1.4303,10.4000,25668.0000,556.6950
1.4313,10.4000,25650.0000,556.8408
1.4323,10.4000,25632.0000,556.9884
1.4332,10.4000,25614.0000,557.1378
1.4342,10.4000,25596.0000,557.2872
1.4352,10.4000,25578.0000,557.4402
1.4362,10.4000,25560.0000,557.5932
1.4371,10.4000,25542.0000,557.7498
1.4381,10.4000,25524.0000,557.9064
1.4391,10.4000,25506.0000,558.0648
1.4400,10.4000,25488.0000,558.2250
1.4410,10.4000,25470.0000,558.3870
1.4420,10.4000,25452.0000,558.5508
1.4429,10.4000,25434.0000,558.7164
1.4439,10.4000,25416.0000,558.8838
1.4449,10.4000,25398.0000,559.0512
1.4459,10.4000,25380.0000,559.2222
1.4468,10.4000,25362.0000,559.3932
1.4478,10.4000,25344.0000,559.5660
1.4488,10.4000,25326.0000,559.7406
1.4497,10.4000,25308.0000,559.9170
1.4507,10.4000,25290.0000,560.0952
1.4517,10.4000,25272.0000,560.2734
1.4527,10.4000,25254.0000,560.4552
1.4536,10.4000,25236.0000,560.6370
1.4546,10.4000,25218.0000,560.8224
1.4556,10.4000,25200.0000,561.0078
1.4565,10.4000,25182.0000,561.1950
1.4575,10.4000,25164.0000,561.3822
1.4585,10.4000,25146.0000,561.5730
1.4594,10.4000,25128.0000,561.7638
1.4604,10.4000,25110.0000,561.9582
1.4614,10.4000,25092.0000,562.1526
1.4624,10.4000,25074.0000,562.3488
1.4633,10.4000,25056.0000,562.5468
1.4643,10.4000,25038.0000,562.7448
1.4653,10.4000,25020.0000,562.9446
1.4662,10.4000,25002.0000,563.1480
