# wavelength (microns), beta, x (microns), y (microns)
3.8000,0.0000,4765.4951,0.0000
3.8055,0.0000,4774.7998,0.0000
3.8110,0.0000,4784.1187,0.0000
3.8165,0.0000,4793.4507,0.0000
3.8220,0.0000,4802.7974,0.0000
3.8275,0.0000,4812.1577,0.0000
3.8330,0.0000,4821.5317,0.0000
3.8385,0.0000,4830.9204,0.0000
3.8440,0.0000,4840.3218,0.0000
3.8495,0.0000,4849.7378,0.0000
3.8550,0.0000,4859.1670,0.0000
3.8605,0.0000,4868.6104,0.0000
3.8660,0.0000,4878.0684,0.0000
3.8715,0.0000,4887.5396,0.0000
3.8770,0.0000,4897.0244,0.0000
3.8825,0.0000,4906.5239,0.0000
3.8880,0.0000,4916.0371,0.0000
3.8935,0.0000,4925.5635,0.0000
3.8990,0.0000,4935.1045,0.0000
3.9045,0.0000,4944.6602,0.0000
3.9100,0.0000,4954.2290,0.0000
3.9155,0.0000,4963.8120,0.0000
3.9210,0.0000,4973.4092,0.0000
3.9265,0.0000,4983.0200,0.0000
3.9320,0.0000,4992.6445,0.0000
3.9375,0.0000,5002.2832,0.0000
3.9430,0.0000,5011.9360,0.0000
3.9485,0.0000,5021.6030,0.0000
3.9540,0.0000,5031.2842,0.0000
3.9595,0.0000,5040.9790,0.0000
3.9650,0.0000,5050.6875,0.0000
3.9705,0.0000,5060.4102,0.0000
3.9760,0.0000,5070.1470,0.0000
3.9815,0.0000,5079.8979,0.0000
3.9870,0.0000,5089.6631,0.0000
3.9925,0.0000,5099.4419,0.0000
3.9980,0.0000,5109.2354,0.0000
4.0035,0.0000,5119.0420,0.0000
4.0090,0.0000,5128.8633,0.0000
4.0145,0.0000,5138.6992,0.0000
4.0200,0.0000,5148.5483,0.0000
4.0255,0.0000,5158.4116,0.0000
4.0310,0.0000,5168.2896,0.0000
4.0365,0.0000,5178.1812,0.0000
4.0420,0.0000,5188.0869,0.0000
4.0475,0.0000,5198.0068,0.0000
4.0530,0.0000,5207.9409,0.0000
4.0585,0.0000,5217.8892,0.0000
4.0640,0.0000,5227.8516,0.0000
4.0695,0.0000,5237.8276,0.0000
4.0750,0.0000,5247.8179,0.0000
4.0805,0.0000,5257.8228,0.0000
4.0860,0.0000,5267.8408,0.0000
4.0915,0.0000,5277.8745,0.0000
4.0970,0.0000,5287.9214,0.0000
4.1025,0.0000,5297.9819,0.0000
4.1080,0.0000,5308.0576,0.0000
4.1135,0.0000,5318.1475,0.0000
4.1190,0.0000,5328.2510,0.0000
4.1245,0.0000,5338.3691,0.0000
4.1300,0.0000,5348.5010,0.0000
4.1355,0.0000,5358.6470,0.0000
4.1410,0.0000,5368.8076,0.0000
4.1465,0.0000,5378.9824,0.0000
